11,564.47,397.56,-1,-1,2,113.23,555.38,573.12,574.01,555.38,395.83,393.07,401.35,399.97
12,613.48,445.85,-1,-1,2,183,620.14,618.36,608.6,606.83,437.23,455.17,452.41,438.61
13,564.92,493.46,-1,-1,2,250.32,555.38,555.38,574.01,574.9,500.7,486.9,486.9,499.32
14,438.06,600.05,-1,-1,3,84.461,432.96,443.6,442.72,432.96,595.91,595.91,604.19,604.19
15,431.41,548.65,-1,-1,4,136.48,435.62,427.64,425.86,436.51,540.72,542.1,551.76,560.04
16,557.82,588.32,-1,-1,2,45.291,553.6,561.59,560.7,555.38,583.5,586.25,591.77,591.77
17,574.67,586.25,-1,-1,2,41.007,569.57,579.33,577.56,572.23,583.5,583.5,590.39,587.63
18,695.54,552.79,-1,-1,3,148.11,685.78,705.3,705.3,685.78,549,549,555.9,557.28
19,905.78,545.89,-1,-1,2,77.117,912.88,898.69,900.46,911.1,543.48,542.1,549,549
20,938.38,545.55,-1,-1,2,94.866,931.51,944.81,945.7,931.51,542.1,542.1,549,549
21,621.47,334.77,-1,-1,2,224.01,605.94,636.1,636.1,607.72,332.36,329.6,337.88,339.26
22,789.57,456.2,-1,-1,2,65.488,794.01,794.9,780.7,788.69,464.83,453.79,449.65,456.55
23,789.13,436.54,-1,-1,2,56.308,780.7,794.01,792.23,789.57,441.37,439.99,430.33,434.47
24,445.6,573.49,-1,-2,2,57.532,443.6,448.04,448.04,442.72,568.32,566.94,580.74,577.98
25,622.58,652.14,-1,-2,2,3.0602,620.14,624.57,624.57,621.02,652.49,651.11,652.49,652.49
26,646.08,652.14,-1,-2,2,1.2241,644.98,646.75,646.75,645.86,652.49,651.11,652.49,652.49
27,566.02,637.66,-1,-1,2,94.254,558.93,571.35,571.35,562.48,633.17,633.17,642.83,641.45
28,552.05,288.2,-1,-1,20,325.6,546.51,556.27,558.04,547.4,273.02,271.64,303.38,304.76
29,577.78,288.89,-1,-1,20,249.1,574.01,581.1,581.99,574.01,271.64,273.02,306.14,304.76
30,652.52,591.77,-1,-2,2,4.8963,651.19,652.96,653.85,652.07,590.39,590.39,593.15,593.15
31,706.63,620.06,-1,-2,2,11.017,705.3,707.96,707.96,705.3,617.99,617.99,622.13,622.13
32,556.49,564.52,-1,-2,2,2.4482,556.27,558.04,555.38,556.27,564.18,565.56,565.56,562.8
33,574.45,564.87,-1,-2,2,2.4482,573.12,575.78,574.9,574.01,564.18,564.18,565.56,565.56
34,551.83,545.89,-1,-2,2,9.1806,550.06,553.6,552.72,550.94,543.48,544.86,549,546.24
35,578,546.93,-1,-2,-2,11.017,576.67,581.1,577.56,576.67,544.86,544.86,549,549
36,945.92,534.51,-1,-2,2,3.0602,944.81,946.59,947.48,944.81,533.82,533.82,535.2,535.2
37,935.06,535.2,-1,-2,2,7.3445,935.06,936.83,935.94,932.4,533.82,533.82,536.58,536.58
38,581.77,319.25,-1,-2,2,14.077,581.1,581.99,581.1,582.88,303.38,303.38,335.12,335.12
39,496.61,266.12,-1,-2,2,9.1806,494.17,496.83,498.6,496.83,264.75,263.37,268.88,267.5
40,801.77,417.22,-1,-2,2,8.5685,800.22,802.88,802.88,801.1,415.15,415.15,420.67,417.91
41,823.95,488.28,-1,-3,1,42.843,821.51,825.06,825.94,823.28,481.38,481.38,495.18,495.18
42,817.52,457.58,-1,-2,2,8.5685,816.19,817.96,819.73,816.19,455.17,456.55,459.31,459.31
43,540.74,315.46,-1,-3,2,1.2241,539.41,541.19,541.19,541.19,314.42,314.42,317.18,315.8
44,639.65,319.59,-1,-3,1,1.2241,638.77,640.54,640.54,638.77,318.56,319.94,319.94,319.94
