75,565.14,217.83,0,0,0,0,0,0,0,0,0,0,0,0
76,565.14,351.68,0,0,0,0,0,0,0,0,0,0,0,0
77,338.04,623.51,0,0,0,0,0,0,0,0,0,0,0,0
78,338.04,662.15,0,0,0,0,0,0,0,0,0,0,0,0
79,161.51,642.48,0,-1,2,105.88,157.96,163.28,165.94,158.85,633.17,634.55,651.11,651.11
80,438.73,595.22,0,-1,2,102.82,432.07,445.38,444.49,432.96,591.77,590.39,598.67,600.05
81,440.94,549,0,-1,4,323.16,430.3,452.48,450.7,430.3,542.1,540.72,557.28,555.9
82,556.27,577.98,0,-1,2,35.498,557.15,558.93,554.49,554.49,571.08,583.5,582.12,575.22
83,571.35,577.29,0,-1,2,19.585,569.57,568.69,573.12,574.01,571.08,582.12,576.6,579.36
84,537.64,445.51,0,0,0,0,0,0,0,0,0,0,0,0
85,564.47,624.55,0,-1,2,17.749,559.81,568.69,568.69,560.7,623.51,623.51,624.89,626.27
86,694.65,532.44,0,-1,3,146.89,683.12,706.19,704.41,684.9,528.3,529.68,535.2,536.58
87,918.65,527.61,0,-1,2,51.411,913.77,922.64,921.75,916.43,524.16,524.16,528.3,533.82
88,1030,556.59,0,-1,2,124.86,1026.4,1032.6,1034.4,1026.4,546.24,549,566.94,564.18
89,1029.8,462.07,0,-1,2,17.137,1029.1,1031.8,1030.9,1027.3,459.31,459.31,464.83,464.83
90,1029.1,420.33,0,-1,2,12.241,1027.3,1030.9,1030.9,1027.3,417.91,419.29,422.05,422.05
91,1029.5,329.6,0,-1,2,78.341,1025.5,1033.5,1032.6,1026.4,324.08,324.08,330.98,339.26
92,941.27,342.36,0,-1,2,209.32,950.14,952.8,930.62,931.51,337.88,348.92,346.16,336.5
93,895.8,340.98,0,-1,2,188.51,887.15,904.9,904.9,886.27,335.12,336.5,346.16,346.16
94,694.65,324.42,0,-1,2,350.09,684.01,704.41,705.3,684.9,314.42,317.18,333.74,332.36
95,619.69,328.91,0,-1,2,154.23,606.83,634.33,632.56,605.06,326.84,325.46,333.74,329.6
96,619.92,322.7,0,-1,2,198.3,605.06,634.33,634.33,605.94,318.56,319.94,326.84,325.46
97,551.61,285.44,0,-1,20,339.68,546.51,555.38,558.04,546.51,268.88,268.88,300.62,303.38
98,577.33,285.1,0,-1,20,368.45,571.35,581.1,583.77,573.12,266.12,267.5,304.76,302
99,530.76,237.49,0,-1,8,354.37,526.1,536.75,536.75,523.44,223.35,221.97,252.33,252.33
100,798,460,0,-1,2,652.43,778.93,815.3,817.07,780.7,451.03,451.03,468.97,468.97
101,799.55,423.78,0,-1,2,463.93,817.96,783.36,780.7,816.19,428.95,431.71,417.91,416.53
102,509.69,318.22,0,-1,2,77.117,502.15,513.69,514.57,508.36,313.04,314.42,322.7,322.7
103,172.38,639.72,0,-2,2,36.722,170.38,173.04,175.7,170.38,635.93,634.55,644.21,644.21
104,259.31,613.51,0,-3,1,25.094,257.31,261.75,260.86,257.31,609.71,611.09,616.61,616.61
105,440.5,577.63,0,-2,2,11.629,438.28,441.83,442.72,439.17,575.22,576.6,579.36,579.36
106,550.94,536.58,0,-2,2,4.8963,550.06,551.83,551.83,550.06,535.2,535.2,537.96,537.96
107,576.23,537.96,0,-2,2,14.689,575.78,577.56,577.56,574.01,535.2,535.2,540.72,540.72
108,555.82,562.45,0,-2,2,5.5084,554.49,557.15,557.15,554.49,561.42,561.42,565.56,561.42
109,572.46,564.52,0,-2,2,14.077,570.46,574.01,574.01,571.35,561.42,562.8,568.32,565.56
110,673.81,623.86,0,-2,2,11.629,671.59,674.25,676.02,673.36,620.75,622.13,626.27,626.27
111,814.19,551.41,0,-2,2,29.99,811.75,817.07,815.3,812.64,546.24,549,553.14,557.28
112,932.62,552.1,0,-2,2,11.629,931.51,935.06,932.4,931.51,549,550.38,554.52,554.52
113,939.49,554.52,0,-2,2,8.5685,938.6,941.27,940.38,937.72,551.76,554.52,555.9,555.9
114,1010.7,465.17,0,-2,2,2.4482,1009.6,1011.3,1011.3,1010.5,463.45,464.83,466.21,466.21
115,1010.9,406.53,0,-2,2,40.395,1007.8,1014,1013.1,1008.7,402.73,402.73,409.63,411.01
116,1027.3,347.19,0,-2,2,23.257,1023.8,1029.1,1029.1,1027.3,343.4,344.78,348.92,351.68
117,932.4,349.26,0,-2,2,16.525,931.51,935.06,934.17,928.85,347.54,347.54,351.68,350.3
118,791.13,412.74,0,-2,2,18.973,789.57,792.23,793.12,789.57,409.63,409.63,416.53,415.15
119,584.21,316.49,0,-2,2,18.361,581.99,585.54,585.54,583.77,313.04,313.04,319.94,319.94
120,534.98,234.04,0,-2,2,10.405,533.2,535.86,535.86,534.98,230.25,231.63,237.15,237.15
121,782.25,333.05,0,-3,1,17.137,779.81,784.25,784.25,780.7,329.6,332.36,332.36,337.88
122,643.42,315.11,0,-3,1,4.2843,641.43,644.98,644.98,642.31,314.42,314.42,315.8,315.8
123,537.86,316.15,0,-3,1,1.8361,539.41,537.64,536.75,537.64,314.42,315.8,317.18,317.18
124,491.73,312.7,0,-3,1,6.7324,490.62,491.51,494.17,490.62,310.28,311.66,314.42,314.42
125,498.38,246.46,0,-3,1,15.301,496.83,500.38,499.49,496.83,244.05,244.05,249.57,248.19
126,556.04,452.75,0,-1,5,12.853,554.49,558.04,558.04,553.6,451.03,451.03,452.41,456.55
127,556.71,463.45,0,-1,5,17.137,554.49,559.81,559.81,552.72,462.07,462.07,464.83,464.83
128,441.61,583.84,0,1,9.7581,426.59,430.3,448.93,447.15,440.06,601.43,600.05,565.56,568.32
